name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,age,brand
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,2,maruti
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,3,hyundai
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,1,bmw
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,1,bmw
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,1,honda
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,4,skoda
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,2,volvo
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,3,jaguar
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,1,lexus
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,3,jaguar
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,5,tata
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,1,volvo
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,4,toyota
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,7,maruti
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,2,maruti
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,4,honda
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,7,toyota
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,1,maruti
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,3,toyota
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,2,maruti
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,3,hyundai
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,1,bmw
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,1,bmw
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,1,honda
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,4,skoda
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,2,volvo
Mitsubishi Lancer 2.0 LXd,1999,155000,100000,Diesel,Individual,Manual,Third Owner,14.8,1998.0,68.0,5.0,21,mitsubishi
Maruti Swift VDI BSIV,2009,210000,120000,Diesel,Individual,Manual,Fourth & Above Owner,0.0,0.0,0.0,0.0,11,maruti
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,3,jaguar
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,1,lexus
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,3,jaguar
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,5,tata
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,1,volvo
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,4,toyota
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,7,maruti
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,2,maruti
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,4,honda
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,7,toyota
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,1,maruti
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,3,toyota
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,2,maruti
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,3,hyundai
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,1,bmw
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,1,bmw
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,1,honda
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,4,skoda
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,2,volvo
Ford Fiesta 1.5 TDCi Titanium,2015,590000,80000,Diesel,Individual,Manual,First Owner,25.01,1498.0,89.75,5.0,5,ford
Hyundai Xcent 1.1 CRDi S,2016,350000,120000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5.0,4,hyundai
Maruti Ignis 1.2 Zeta BSIV,2017,484999,30000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0,3,maruti
Tata Indica Vista TDI LS,2015,240000,110000,Diesel,Individual,Manual,Second Owner,19.1,1405.0,70.0,5.0,5,tata
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,500000,219000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,12,toyota
Maruti Alto 800 LXI,2017,300000,80000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,3,maruti
Maruti Ciaz RS ZDi Plus SHVS,2016,750000,80000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,4,maruti
Maruti Swift Dzire VXI,2016,574000,35000,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5.0,4,maruti
Tata Indica Vista Quadrajet 90 VX,2013,200000,167000,Diesel,Individual,Manual,First Owner,22.3,1248.0,88.8,5.0,7,tata
Hyundai Creta 1.6 CRDi SX Option,2016,1100000,94000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,4,hyundai
Hyundai Santro Xing GL Plus,2012,350000,80000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,8,hyundai
Maruti 800 DX,1998,70000,100000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,22,maruti
Ford Ikon 1.3 Flair,2005,120000,90000,Petrol,Individual,Manual,Second Owner,13.8,1299.0,70.0,5.0,15,ford
Toyota Innova 2.5 G (Diesel) 7 Seater,2012,700000,246000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.0,7.0,8,toyota
Maruti Baleno Sigma 1.2,2019,500000,10000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,1,maruti
Tata Indigo CS LS (TDI) BS-III,2016,370000,90000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,4,tata
Tata Tigor 2017-2020 XZ Plus,2019,600000,5200,Petrol,Individual,Manual,First Owner,20.3,1199.0,83.81,5.0,1,tata
Maruti Zen LX - BS III,2006,100000,120000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5.0,14,maruti
Maruti Swift VDI,2013,409999,90000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,7,maruti
Honda City i VTEC CVT SV,2016,750000,50000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.3,5.0,4,honda
Hyundai Grand i10 1.2 Kappa Asta,2017,600000,5000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,3,hyundai
Mahindra KUV 100 G80 K8 Dual Tone,2018,550000,10500,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,2,mahindra
Renault Duster 110PS Diesel RxZ,2018,950000,26000,Diesel,Individual,Manual,First Owner,19.6,1461.0,108.45,5.0,2,renault
Mahindra Scorpio VLX 2WD ABS AT BSIII,2014,645000,139000,Diesel,Individual,Automatic,First Owner,11.79,2179.0,120.0,8.0,6,mahindra
Mahindra XUV500 W8 2WD,2014,750000,60000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,6,mahindra
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,2006,650000,40000,Petrol,Individual,Manual,First Owner,11.7,1796.0,178.0,5.0,14,mercedes-benz
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2015,800000,25000,Petrol,Individual,Manual,First Owner,15.85,1499.0,110.4,5.0,5,ford
Toyota Corolla Altis 1.8 J,2010,350000,60000,Petrol,Individual,Manual,Second Owner,14.53,1798.0,138.0,5.0,10,toyota
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2015,700000,25000,Petrol,Individual,Manual,First Owner,15.85,1499.0,110.4,5.0,5,ford
Maruti Swift Dzire ZXi,2011,335000,15000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5.0,9,maruti
Maruti Swift Dzire LDi,2012,270000,110000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,8,maruti
Hyundai Santro GLS I - Euro II,2001,52000,70000,Petrol,Individual,Manual,Second Owner,0.0,0.0,0.0,0.0,19,hyundai
Maruti Swift Dzire ZDi,2010,320000,100000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,10,maruti
Hyundai Santro Xing XS,2007,120000,120000,Petrol,Individual,Manual,First Owner,17.8,1086.0,63.0,5.0,13,hyundai
Audi A4 1.8 TFSI,2010,730000,55000,Petrol,Individual,Automatic,Second Owner,12.3,1781.0,163.2,5.0,10,audi
Maruti SX4 Vxi BSIII,2007,125000,120000,Petrol,Individual,Manual,Third Owner,15.0,1586.0,104.68,5.0,13,maruti
Maruti Zen Estilo 1.1 LXI BSIII,2007,150000,35000,Petrol,Individual,Manual,First Owner,18.2,1061.0,64.0,5.0,13,maruti
Maruti Alto 800 LXI,2018,310000,13000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,2,maruti
Maruti Swift Dzire VDI,2015,625000,50000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,5,maruti
Hyundai i10 Magna,2012,267000,40000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,8,hyundai
Hyundai i20 Active 1.2 SX Dual Tone,2016,600000,25000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,4,hyundai
Maruti Eeco 7 Seater Standard BSIV,2011,180000,110000,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73.0,7.0,9,maruti
Toyota Glanza G Smart Hybrid,2019,700000,5000,Petrol,Individual,Manual,First Owner,23.87,1197.0,88.5,5.0,1,toyota
Maruti 800 AC,2013,121000,50000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,7,maruti
Hyundai Grand i10 Asta,2014,350000,80000,Petrol,Individual,Manual,Third Owner,18.9,1197.0,82.0,5.0,6,hyundai
Toyota Innova 2.5 G (Diesel) 8 Seater,2012,869999,225000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.0,8.0,8,toyota
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,3,jaguar
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,1,lexus
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,3,jaguar
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,5,tata
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,1,volvo
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,4,toyota
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,7,maruti
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,2,maruti
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,4,honda
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,7,toyota
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,1,maruti
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,3,toyota
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,2,maruti
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,3,hyundai
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,1,bmw
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,1,bmw
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,1,honda
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,4,skoda
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,2,volvo
Maruti Wagon R LX BSIII,2008,80000,100000,Petrol,Individual,Manual,Third Owner,17.3,1061.0,64.0,5.0,12,maruti
Hyundai i10 Era 1.1,2008,120000,93331,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,12,hyundai
Mahindra Scorpio M2DI,2012,370000,120000,Diesel,Individual,Manual,Second Owner,13.5,2179.0,115.0,5.0,8,mahindra
Nissan Terrano XL 110 PS,2015,750000,70000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.5,5.0,5,nissan
Mahindra Bolero Power Plus Plus Non AC BSIV PS,2015,484999,100000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,5,mahindra
Hyundai Accent CRDi,2006,120000,90000,Diesel,Individual,Manual,Second Owner,13.1,1493.0,82.0,5.0,14,hyundai
Honda City i VTEC V,2017,860000,28000,Petrol,Individual,Manual,First Owner,17.8,1497.0,117.3,5.0,3,honda
Maruti Swift Dzire LDI,2018,650000,50000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,2,maruti
Maruti Ertiga ZDI,2014,650000,90000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.8,7.0,6,maruti
Hyundai Verna 1.4 CRDi,2016,710000,40000,Diesel,Individual,Manual,First Owner,24.8,1396.0,88.7,5.0,4,hyundai
Ford Figo 1.5D Base MT,2017,430000,113000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,3,ford
Maruti Swift Vdi BSIII,2011,305000,188000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0,9,maruti
Ford Figo Diesel Titanium,2011,220000,100000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,9,ford
Tata Sumo MKII Turbo 2.0 LX,2010,150000,225000,Diesel,Individual,Manual,Third Owner,14.0,1948.0,90.0,9.0,10,tata
Mahindra TUV 300 mHAWK100 T8,2017,660000,67000,Diesel,Individual,Manual,Second Owner,18.49,1493.0,100.0,7.0,3,mahindra
Chevrolet Beat Diesel LT Option,2011,140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,25.44,936.0,57.6,5.0,9,chevrolet
Toyota Corolla Altis JS MT,2015,1100000,50000,Petrol,Individual,Manual,First Owner,14.28,1798.0,138.03,5.0,5,toyota
Jaguar XF 2.2 Litre Luxury,2013,2450000,60000,Diesel,Individual,Automatic,First Owner,16.36,2179.0,187.7,5.0,7,jaguar
Volkswagen Ameo 1.5 TDI Comfortline AT,2017,625000,34000,Diesel,Individual,Automatic,First Owner,22.0,1498.0,108.495,5.0,3,volkswagen
Honda City 1.5 GXI,2004,198000,110000,Petrol,Individual,Manual,Third Owner,12.8,1493.0,100.0,5.0,16,honda
Hyundai Santro GS zipPlus,2001,60000,71000,Petrol,Individual,Manual,Second Owner,0.0,0.0,0.0,0.0,19,hyundai
Maruti Wagon R LXI,2005,130000,140000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,15,maruti
Honda City Corporate Edition,2012,540000,100000,Petrol,Individual,Manual,Second Owner,16.8,1497.0,116.3,5.0,8,honda
Hyundai Grand i10 1.2 Kappa Sportz AT,2017,550000,10000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,5.0,3,hyundai
Maruti Celerio ZXI Optional,2018,475000,30000,Petrol,Individual,Manual,First Owner,21.63,998.0,67.04,5.0,2,maruti
Toyota Fortuner 2.8 4WD AT BSIV,2016,3100000,90000,Diesel,Individual,Automatic,First Owner,15.04,2755.0,174.5,7.0,4,toyota
Maruti Ritz VDi,2010,217000,120000,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,5.0,10,maruti
Hyundai Santro LE,2002,35000,184000,Petrol,Individual,Manual,Second Owner,0.0,0.0,0.0,0.0,18,hyundai
Maruti Swift Dzire AMT ZXI Plus,2019,750000,6500,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0,1,maruti
Maruti Gypsy King ST BSIII,2010,350000,80000,Petrol,Individual,Manual,First Owner,11.96,1298.0,80.0,8.0,10,maruti
Mahindra Scorpio VLS 2.2 mHawk,2008,400000,100000,Diesel,Individual,Manual,Third Owner,12.05,2179.0,120.0,7.0,12,mahindra
Toyota Etios VD,2015,570000,120000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.05,5.0,5,toyota
Hyundai EON Era Plus,2012,180000,120000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,8,hyundai
Opel Astra 1.6,1998,68000,110000,Petrol,Individual,Manual,Third Owner,13.1,1598.0,77.0,5.0,22,opel
Skoda Octavia Classic 1.9 TDI MT,2006,280000,150000,Diesel,Individual,Manual,Third Owner,18.7,1896.0,66.0,5.0,14,skoda
Tata Indigo LS,2005,90000,120000,Diesel,Individual,Manual,Fourth & Above Owner,16.1,1405.0,70.0,5.0,15,tata
Mercedes-Benz M-Class ML 250 CDI,2015,2600000,100000,Diesel,Individual,Automatic,Second Owner,15.26,2143.0,203.2,5.0,5,mercedes-benz
Tata Sumo Gold EX,2018,700000,63000,Diesel,Individual,Manual,First Owner,15.3,2956.0,83.83,7.0,2,tata
Mercedes-Benz GLA Class 200 CDI,2016,1850000,40000,Diesel,Individual,Automatic,Second Owner,17.9,2143.0,136.0,5.0,4,mercedes-benz
Ford Ecosport 1.5 DV5 MT Titanium,2015,685000,109000,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5.0,5,ford
Maruti Swift VDI Windsong Limited edition,2015,565000,114000,Diesel,Dealer,Manual,First Owner,25.2,1248.0,73.94,5.0,5,maruti
Skoda Octavia Elegance 1.8 TSI AT,2017,1600000,33000,Petrol,Dealer,Automatic,Second Owner,14.7,1798.0,177.5,5.0,3,skoda
Hyundai Grand i10 CRDi Asta Option,2014,395000,160000,Diesel,Dealer,Manual,Third Owner,24.0,1120.0,70.0,5.0,6,hyundai
Hyundai i20 Sportz 1.4 CRDi,2013,425000,101000,Diesel,Dealer,Manual,First Owner,21.9,1396.0,88.76,5.0,7,hyundai
Volkswagen Vento 1.5 TDI Highline BSIV,2019,1350000,5400,Diesel,Dealer,Manual,Test Drive Car,22.27,1498.0,108.6,5.0,1,volkswagen
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,2016,1950000,45000,Diesel,Dealer,Automatic,Second Owner,16.38,1995.0,183.0,5.0,4,hyundai
Renault KWID AMT RXL,2018,535000,31000,Petrol,Dealer,Automatic,First Owner,24.04,999.0,67.0,5.0,2,renault
Renault KWID 1.0 RXT Optional,2018,500000,31000,Petrol,Dealer,Manual,First Owner,23.01,999.0,67.0,5.0,2,renault
Maruti Wagon R VXI Opt 1.2,2016,434999,55000,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,5.0,4,maruti
Tata Nano XTA,2018,250000,55000,Petrol,Dealer,Automatic,First Owner,21.9,624.0,37.48,4.0,2,tata
Hyundai Verna 1.6 SX,2014,700000,117000,Diesel,Dealer,Manual,First Owner,22.32,1582.0,126.32,5.0,6,hyundai
BMW 3 Series 320d Luxury Line,2010,1100000,102000,Diesel,Dealer,Automatic,First Owner,19.62,1995.0,187.74,5.0,10,bmw
Volkswagen Passat 2.0 TDI AT Highline,2012,900000,108000,Diesel,Dealer,Automatic,First Owner,17.42,1968.0,175.0,5.0,8,volkswagen
Maruti Wagon R VXI 1.2,2015,425000,75000,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,5.0,5,maruti
Mercedes-Benz E-Class E 220 CDI Avantgarde,2011,1600000,74000,Diesel,Dealer,Automatic,First Owner,10.0,2148.0,170.0,5.0,9,mercedes-benz
Ford Figo Titanium Diesel,2013,325000,158000,Diesel,Dealer,Manual,First Owner,24.4,1499.0,98.96,5.0,7,ford
Isuzu MUX 2WD,2019,2700000,10000,Diesel,Individual,Automatic,First Owner,13.8,2999.0,174.57,7.0,1,isuzu
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,40000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,2,ford
Tata Nexon 1.5 Revotorq XZA Plus,2019,1140000,10000,Diesel,Individual,Automatic,First Owner,21.5,1497.0,108.5,5.0,1,tata
Tata Hexa XE,2017,980000,53000,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.94,7.0,3,tata
Jeep Compass 2.0 Limited Option 4X4,2017,1920000,20000,Diesel,Individual,Manual,Second Owner,16.3,1956.0,170.0,5.0,3,jeep
Volkswagen Polo 1.0 TSI Highline Plus,2020,808000,5000,Petrol,Individual,Manual,First Owner,18.24,999.0,108.6,5.0,0,volkswagen
Maruti Swift Dzire VXI,2014,550000,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0,6,maruti
Maruti Alto LXi,2010,215000,64000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,10,maruti
Ford Figo 1.2P Titanium Opt MT,2016,512000,10500,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,4,ford
Maruti Alto LXi,2011,215000,50000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,9,maruti
Skoda Rapid 1.6 TDI Elegance,2012,500000,60000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0,8,skoda
Skoda Rapid 1.5 TDI Elegance Black Package,2015,700000,35000,Diesel,Individual,Manual,First Owner,21.14,1498.0,103.52,5.0,5,skoda
Tata Safari DICOR 2.2 LX 4x2,2012,525000,135000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7.0,8,tata
Mahindra Scorpio LX BSIV,2011,550000,70000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,9.0,9,mahindra
Maruti Vitara Brezza ZDi,2016,750000,80000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,4,maruti
Maruti Celerio X VXI Option BSIV,2017,395000,25000,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,5.0,3,maruti
Hyundai i20 2015-2017 Sportz 1.2,2017,675000,5000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,3,hyundai
Hyundai Santro Xing GLS,2008,140000,80000,Petrol,Individual,Manual,Third Owner,17.92,1086.0,62.1,5.0,12,hyundai
Mahindra Scorpio VLX 2WD BSIV,2011,430000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,8.0,9,mahindra
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,3,jaguar
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,1,lexus
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,3,jaguar
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,5,tata
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,1,volvo
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,4,toyota
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,7,maruti
